2020-10-01,768,['25']
2020-10-03,1841,['134']
2020-10-31,801,['169']
2020-10-09,1627,['128']
2020-10-28,787,"['15', '100', '105']"
2020-10-28,508,"['130', '151', '164']"
2020-10-24,1707,"['128', '154']"
2020-10-21,959,"['130', '134']"
2020-10-04,2144,['178']
2020-10-22,1634,"['76', '154']"
2020-10-30,248,"['146', '151']"
2020-10-22,1156,['134']
2020-10-06,1126,['142']
2020-10-11,1636,['156']
2020-10-28,1667,['26']
2020-10-20,202,"['146', '151']"
2020-10-13,203,"['131', '139']"
2020-10-08,242,"['151', '164']"
2020-10-21,533,['128']
2020-10-25,734,"['134', '154']"
2020-10-10,764,['187']
2020-10-11,384,['130']
2020-10-26,434,['154']
2020-10-29,1216,"['151', '164']"
2020-10-04,1904,['76']
2020-10-19,1063,['124']
2020-10-20,785,['128']
2020-10-25,1730,"['151', '157', '188']"
2020-10-20,1532,['154']
2020-10-23,465,['154']
2020-10-15,166,['188']
2020-10-05,411,"['142', '154']"
2020-10-29,573,['134']
2020-10-03,492,['76']
2020-10-01,1434,"['76', '130']"
2020-10-17,333,['155']
2020-10-21,1113,"['100', '151', '164', '177']"
2020-10-28,1237,['154']
2020-10-11,231,"['74', '142', '178']"
2020-10-28,400,"['142', '154']"
2020-10-27,865,['18']
2020-10-21,831,['139']
2020-10-10,1005,"['146', '151', '155']"
2020-10-11,122,"['21', '26', '169', '190']"
2020-10-14,39,['169']
2020-10-28,1444,"['134', '154']"
2020-10-22,722,"['94', '135']"
2020-10-08,587,['76']
2020-10-22,1379,['22']
2020-10-01,653,['132']
2020-10-26,340,['139']
2020-10-22,89,['188']
2020-10-15,555,['169']
2020-10-27,282,['154']
2020-10-28,91,"['135', '169']"
2020-10-16,863,['139']
2020-10-06,833,['132']
2020-10-22,935,"['18', '138']"
2020-10-27,707,['142']
2020-10-25,89,"['22', '179']"
2020-10-16,1125,"['154', '169', '190']"
2020-10-09,89,['2']
2020-10-15,591,['134']
2020-10-05,116,['123']
2020-10-17,1643,"['12', '154']"
2020-10-16,419,['128']
2020-10-11,963,['138']
2020-10-17,1330,['142']
2020-10-13,455,['74']
2020-10-26,1144,"['1', '154']"
2020-10-24,1028,"['129', '154']"
2020-10-06,1511,['154']
2020-10-29,891,"['128', '154']"
2020-10-18,218,['2']
2020-10-05,1720,['130']
2020-10-10,1270,"['128', '171']"
2020-10-12,318,['146']
2020-10-24,457,['169']
2020-10-27,1539,"['151', '164']"
2020-10-29,1056,['1']
2020-10-15,1055,['74']
2020-10-06,1490,['139']
2020-10-23,1358,"['1', '130', '134', '134', '193']"
2020-10-18,140,['2']
2020-10-26,781,"['76', '173']"
2020-10-17,1703,['134']
2020-10-01,196,"['2', '76']"
2020-10-20,976,['142']
2020-10-17,293,"['134', '169']"
2020-10-11,1790,['154']
2020-10-03,67,['170']
2020-10-08,170,['169']
2020-10-11,452,"['154', '190']"
2020-10-17,1434,['141']
2020-10-04,1188,['128']
2020-10-19,71,['2']
2020-10-25,694,['134']
2020-10-29,141,['15']
2020-10-28,1553,['154']
2020-10-17,848,"['107', '141', '142']"
2020-10-06,1295,['154']
2020-10-07,43,"['2', '123']"
2020-10-27,1275,"['15', '154']"
2020-10-09,1262,"['134', '187']"
2020-10-31,716,['130']
2020-10-20,155,['2']
2020-10-30,578,['128']
2020-10-22,1796,['181']
2020-10-27,1459,['26']
2020-10-24,1645,['128']
2020-10-04,455,['154']
2020-10-20,458,['22']
2020-10-05,1676,"['93', '128', '141', '142']"
2020-10-03,712,"['74', '142']"
2020-10-02,1561,['130']
2020-10-02,1806,['128']
2020-10-28,575,"['15', '108', '169']"
2020-10-17,79,['170']
2020-10-09,215,['188']
2020-10-21,1627,['140']
2020-10-13,576,"['146', '151']"
2020-10-27,16,['2']
2020-10-14,143,['130']
2020-10-08,1386,"['15', '151', '156', '164', '169']"
2020-10-06,1776,['142']
2020-10-21,576,"['146', '161']"
2020-10-19,719,['193']
2020-10-08,1974,"['50', '160']"
2020-10-04,1101,['142']
2020-10-19,1348,"['1', '76', '135', '161']"
2020-10-07,582,['154']
2020-10-18,786,"['22', '107', '130', '134', '142']"
2020-10-04,1871,['186']
2020-10-02,2065,"['25', '107', '128', '135']"
2020-10-17,307,['130']
2020-10-22,1389,['105']
2020-10-22,1398,['192']
2020-10-18,234,"['14', '76', '142', '178']"
2020-10-09,1923,['156']
2020-10-10,860,['154']
2020-10-20,198,['130']
2020-10-04,1360,['76']
2020-10-13,305,['132']
2020-10-17,1249,['178']
2020-10-04,1157,"['134', '151', '164']"
2020-10-24,1768,['128']
2020-10-06,466,['76']
2020-10-06,615,['169']
2020-10-06,840,['134']
2020-10-11,601,['156']
2020-10-24,1168,['129']
2020-10-06,1739,"['76', '169']"
2020-10-14,1150,['1']
2020-10-11,374,"['22', '135']"
2020-10-02,630,['175']
2020-10-26,1789,"['142', '156']"
2020-10-10,433,['131']
2020-10-19,1208,"['1', '76', '130', '134', '135']"
2020-10-05,1823,"['74', '160']"
2020-10-17,1032,['142']
2020-10-03,1036,['142']
2020-10-23,1149,"['22', '173']"
2020-10-17,404,['142']
2020-10-16,936,['154']
2020-10-21,979,['154']
2020-10-11,1735,"['128', '182']"
2020-10-23,523,['193']
2020-10-14,7,"['169', '188']"
2020-10-24,193,['187']
2020-10-11,657,['159']
2020-10-01,242,['2']
2020-10-28,144,['151']
2020-10-15,688,"['124', '139', '182']"
2020-10-25,501,"['107', '169']"
2020-10-15,255,"['124', '154']"
2020-10-24,1624,['128']
2020-10-03,1522,"['76', '128']"
2020-10-10,800,"['128', '154']"
2020-10-10,546,['128']
2020-10-09,195,['169']
2020-10-01,1704,['134']
2020-10-14,1010,['128']
2020-10-20,900,['155']
2020-10-27,991,"['25', '154']"
2020-10-23,455,['154']
2020-10-23,1243,"['128', '169']"
2020-10-20,1382,['134']
2020-10-05,1926,"['22', '26', '169']"
2020-10-11,1807,"['128', '134']"
2020-10-04,415,"['146', '151', '164']"
2020-10-12,16,['169']
2020-10-21,632,"['1', '142', '169']"
2020-10-30,374,"['76', '108']"
2020-10-06,1680,['130']
2020-10-26,554,['124']
2020-10-03,1482,"['160', '173', '188']"
2020-10-29,289,['169']
2020-10-28,1334,['12']
2020-10-08,1813,['134']
2020-10-15,891,"['15', '169']"
2020-10-04,2061,['151']
2020-10-04,1002,['138']
2020-10-02,1318,"['25', '175']"
2020-10-28,1561,['187']
2020-10-27,1348,"['146', '151']"
2020-10-27,1569,"['107', '173']"
2020-10-17,690,"['15', '142']"
2020-10-26,1876,['154']
2020-10-22,713,['128']
2020-10-08,185,['76']
2020-10-22,413,['124']
2020-10-22,929,['138']
2020-10-15,31,['2']
2020-10-26,378,"['134', '157']"
2020-10-05,1542,['26']
2020-10-25,325,['154']
2020-10-20,732,['135']
2020-10-22,659,['154']
2020-10-20,624,"['161', '161']"
2020-10-01,1694,['178']
2020-10-03,774,['169']
2020-10-27,560,"['141', '142', '193']"
2020-10-01,402,"['151', '164']"
2020-10-13,113,"['18', '20', '26', '74']"
2020-10-04,14,"['2', '188']"
2020-10-20,1445,['129']
2020-10-19,694,"['22', '76']"
2020-10-03,112,"['2', '123']"
2020-10-06,958,['142']
2020-10-11,1618,"['141', '141', '156']"
2020-10-21,1460,"['100', '142']"
2020-10-10,1221,"['128', '134']"
2020-10-18,983,['107']
2020-10-01,1095,['128']
2020-10-25,1165,['156']
2020-10-19,200,['169']
2020-10-29,616,"['12', '100', '129']"
2020-10-16,395,"['146', '146', '151']"
2020-10-26,146,['2']
2020-10-08,1080,"['128', '139']"
2020-10-14,243,['154']
2020-10-07,1120,"['50', '157']"
2020-10-23,299,"['22', '128', '154', '157']"
2020-10-23,1806,"['100', '134', '169', '169']"
2020-10-17,1818,['139']
2020-10-24,29,['2']
2020-10-17,1589,['154']
2020-10-05,423,"['134', '154']"
2020-10-10,1214,['128']
2020-10-02,501,"['130', '154']"
2020-10-24,181,['188']
2020-10-31,695,"['135', '169']"
2020-10-17,919,"['146', '151']"
2020-10-02,2191,"['128', '156']"
2020-10-01,315,['179']
2020-10-17,1184,"['128', '154']"
2020-10-17,213,['169']
2020-10-13,514,['15']
2020-10-12,482,['138']
2020-10-28,746,"['76', '139', '164']"
2020-10-23,559,"['128', '154']"
2020-10-01,473,"['22', '76', '128', '187']"
2020-10-16,467,['151']
2020-10-06,907,['154']
2020-10-25,1223,"['142', '193']"
2020-10-28,1350,['142']
2020-10-25,1561,"['19', '76', '142']"
2020-10-08,519,['169']
2020-10-05,1098,['180']
2020-10-29,792,"['76', '128']"
2020-10-29,169,['108']
2020-10-26,219,['76']
2020-10-17,820,"['128', '129', '154']"
2020-10-17,1263,"['128', '134', '154']"
2020-10-18,128,['169']
2020-10-22,1215,"['105', '130', '154']"
2020-10-29,1035,"['140', '169']"
2020-10-04,1238,"['76', '138']"
2020-10-23,1645,"['129', '176']"
2020-10-31,640,['128']
2020-10-25,1528,"['140', '141', '155', '175']"
2020-10-11,1670,"['128', '130']"
2020-10-08,1021,['130']
2020-10-20,835,['188']
2020-10-21,484,['128']
2020-10-08,1639,"['108', '176']"
2020-10-16,136,"['14', '107']"
2020-10-20,965,['154']
2020-10-30,1043,"['15', '135', '169', '172']"
2020-10-21,335,['130']
2020-10-25,1485,"['135', '169', '169']"
2020-10-19,1130,['76']
2020-10-09,1283,"['154', '187']"
2020-10-05,452,['76']
2020-10-21,128,['2']
2020-10-27,168,['164']
2020-10-05,1962,['25']
2020-10-06,924,"['108', '134', '138']"
2020-10-27,130,['188']
2020-10-07,517,['180']
2020-10-14,869,"['74', '141']"
2020-10-28,856,['178']
2020-10-16,146,['74']
2020-10-21,326,"['76', '148']"
2020-10-27,800,['142']
2020-10-07,138,['179']
2020-10-11,752,"['100', '128']"
2020-10-13,544,"['142', '156']"
2020-10-05,1995,['93']
2020-10-13,718,"['146', '151']"
2020-10-25,404,"['25', '107', '169']"
2020-10-23,1498,['139']
2020-10-24,1814,['169']
2020-10-10,840,['169']
2020-10-05,779,['161']
2020-10-26,724,"['146', '151', '154', '177']"
2020-10-09,1840,['128']
2020-10-17,1624,['128']
2020-10-06,898,"['132', '138']"
2020-10-07,653,"['93', '134', '156']"
2020-10-15,709,"['74', '173']"
2020-10-27,157,['151']
2020-10-11,539,['142']
2020-10-16,1022,['134']
2020-10-08,1153,"['128', '138']"
2020-10-07,224,['108']
2020-10-03,352,['187']
2020-10-27,42,['170']
2020-10-01,391,['130']
2020-10-01,2056,['169']
2020-10-01,681,['12']
2020-10-10,646,['22']
2020-10-03,1177,"['76', '134']"
2020-10-15,245,['21']
2020-10-22,1109,['161']
2020-10-13,923,"['173', '191']"
2020-10-21,807,"['19', '76']"
2020-10-22,242,['76']
2020-10-04,212,['188']
2020-10-06,312,"['146', '151']"
2020-10-11,925,"['12', '130', '148', '151', '164']"
2020-10-19,358,['169']
2020-10-24,583,['169']
2020-10-03,569,['148']
2020-10-24,310,['146']
2020-10-28,1470,['154']
2020-10-04,239,['179']
2020-10-04,368,['169']
2020-10-10,1625,['134']
2020-10-23,507,"['130', '169']"
2020-10-06,794,"['76', '140']"
2020-10-04,2132,['173']
2020-10-27,1559,['140']
2020-10-10,347,['129']
2020-10-22,1425,"['22', '169']"
2020-10-04,1135,['169']
2020-10-04,807,"['76', '128', '187']"
2020-10-27,1015,['139']
2020-10-04,2026,['128']
2020-10-21,14,"['2', '123']"
2020-10-24,950,"['18', '141']"
2020-10-14,624,"['139', '169']"
2020-10-03,767,['164']
2020-10-10,102,['123']
2020-10-09,1327,['12']
2020-10-08,1057,"['134', '154', '155']"
2020-10-09,448,['154']
2020-10-18,1179,['76']
2020-10-09,996,"['138', '154', '169']"
2020-10-22,1591,"['76', '192']"
2020-10-22,1139,['193']
2020-10-05,1635,['161']
2020-10-08,766,['134']
2020-10-09,1169,['20']
2020-10-26,315,"['76', '124']"
2020-10-02,465,['161']
2020-10-23,1210,['128']
2020-10-18,915,"['107', '142', '169']"
2020-10-11,51,['188']
2020-10-06,328,['154']
2020-10-14,1100,['1']
2020-10-04,276,['188']
2020-10-04,2050,['76']
2020-10-01,737,['173']
2020-10-28,582,['142']
2020-10-18,1060,['14']
2020-10-05,90,"['2', '123']"
2020-10-27,879,['105']
2020-10-09,747,['141']
2020-10-26,959,"['146', '151']"
2020-10-19,424,['76']
2020-10-26,184,"['146', '151']"
2020-10-15,193,['188']
2020-10-06,496,['169']
2020-10-25,209,['175']
2020-10-10,1680,['187']
2020-10-03,1033,['142']
2020-10-21,1313,['130']
2020-10-25,253,"['142', '169']"
2020-10-17,391,['164']
2020-10-07,1346,"['108', '140', '142', '169']"
2020-10-09,1792,['176']
2020-10-18,708,"['138', '154']"
2020-10-24,1629,['154']
2020-10-02,77,"['2', '123']"
2020-10-21,471,"['76', '139', '177']"
2020-10-22,1745,['134']
2020-10-26,636,"['154', '169']"
2020-10-23,1695,['134']
2020-10-04,1332,['142']
2020-10-06,1602,['50']
2020-10-23,1518,"['14', '132']"
2020-10-26,365,['134']
2020-10-10,628,['74']
2020-10-07,1085,['21']
2020-10-20,1717,['76']
2020-10-22,1163,['128']
2020-10-22,632,['154']
2020-10-18,731,"['138', '154']"
2020-10-22,436,"['93', '124', '130', '134', '154']"
2020-10-11,1385,['160']
2020-10-19,784,['161']
2020-10-19,658,"['76', '161']"
2020-10-08,855,"['138', '169']"
2020-10-10,1228,"['128', '154']"
2020-10-30,1111,['128']
2020-10-08,503,['128']
2020-10-08,923,"['128', '155']"
2020-10-23,50,"['2', '123']"
2020-10-16,354,['169']
2020-10-05,511,"['134', '139']"
2020-10-26,53,['123']
2020-10-02,485,"['46', '175']"
2020-10-13,1119,['74']
2020-10-18,747,"['151', '164', '193']"
2020-10-29,635,['138']
2020-10-08,952,"['128', '138']"
2020-10-24,93,['2']
2020-10-18,1765,"['107', '169']"
2020-10-21,861,"['26', '134', '154']"
2020-10-18,570,['76']
2020-10-05,163,"['2', '107']"
2020-10-07,313,"['142', '169']"
2020-10-09,61,['179']
2020-10-12,159,"['18', '21', '100', '107']"
2020-10-18,1026,['154']
2020-10-23,1160,['135']
2020-10-12,288,"['124', '141']"
2020-10-03,44,['188']
2020-10-27,1443,['93']
2020-10-13,878,"['142', '169']"
2020-10-22,882,"['128', '161']"
2020-10-19,1610,"['15', '25', '26']"
2020-10-23,42,"['2', '123']"
2020-10-01,1421,['46']
2020-10-04,1739,['175']
2020-10-03,1837,"['21', '76', '134', '169']"
2020-10-28,1377,"['134', '154']"
2020-10-27,670,"['141', '193']"
2020-10-18,448,['169']
2020-10-24,863,['12']
2020-10-07,1487,"['154', '154', '171']"
2020-10-01,1761,['154']
2020-10-28,1493,"['76', '164']"
2020-10-17,1655,['135']
2020-10-24,1631,['21']
2020-10-15,27,"['123', '179']"
2020-10-02,1640,['170']
2020-10-21,981,['154']
2020-10-15,431,"['151', '164', '169']"
2020-10-15,483,['133']
2020-10-03,1119,"['151', '164']"
2020-10-14,513,['154']
2020-10-15,725,['74']
2020-10-30,488,['94']
2020-10-15,1264,"['14', '139']"
2020-10-17,1190,"['128', '154', '169']"
2020-10-15,949,"['134', '135']"
2020-10-05,1571,['76']
2020-10-23,187,"['108', '192']"
2020-10-04,91,"['2', '76']"
2020-10-17,1710,['128']
2020-10-28,729,"['2', '22']"
2020-10-11,1468,['169']
2020-10-26,576,['124']
2020-10-24,75,['26']
2020-10-14,1170,['138']
2020-10-16,1382,"['154', '173']"
2020-10-13,991,['74']
2020-10-08,1189,['128']
2020-10-04,2179,['156']
2020-10-27,347,['139']
2020-10-11,74,['187']
2020-10-13,835,"['154', '186']"
2020-10-17,447,"['74', '170']"
2020-10-15,5,['2']
2020-10-13,72,"['2', '123']"
2020-10-15,396,['154']
2020-10-21,1000,"['100', '142']"
2020-10-07,150,['108']
2020-10-07,1094,"['134', '142']"
2020-10-21,103,"['188', '192']"
2020-10-16,379,['154']
2020-10-02,1014,['141']
2020-10-12,580,['182']
2020-10-05,1934,['134']
2020-10-24,1943,['140']
2020-10-10,613,"['128', '169']"
2020-10-02,1575,['74']
2020-10-20,1306,['132']
2020-10-02,356,"['134', '146', '151']"
2020-10-07,818,['134']
2020-10-01,804,['154']
2020-10-01,1239,['93']
2020-10-07,208,['2']
2020-10-10,298,['154']
2020-10-21,686,['142']
2020-10-24,1970,['21']
2020-10-23,351,['76']
2020-10-27,790,['128']
2020-10-31,825,"['12', '76']"
2020-10-27,907,['142']
2020-10-07,920,"['146', '151']"
2020-10-05,526,['20']
2020-10-22,599,['22']
2020-10-26,504,"['146', '151']"
2020-10-02,878,"['134', '187']"
2020-10-02,547,['128']
2020-10-28,685,"['1', '2', '12', '134']"
2020-10-23,517,"['151', '155', '164']"
2020-10-17,187,['15']
2020-10-11,1345,"['169', '176']"
2020-10-13,225,"['22', '140', '142']"
2020-10-18,482,['107']
2020-10-15,1239,['154']
2020-10-02,2059,['107']
2020-10-04,684,"['146', '151']"
2020-10-24,694,"['151', '164']"
2020-10-20,1692,['169']
2020-10-20,33,"['169', '171']"
2020-10-01,46,"['2', '123']"
2020-10-08,675,"['76', '151', '164']"
2020-10-01,213,['2']
2020-10-27,1108,['1']
2020-10-13,868,"['74', '156']"
2020-10-02,992,['128']
2020-10-16,1068,"['129', '134', '173']"
2020-10-11,277,"['146', '151']"
2020-10-30,305,['76']
2020-10-23,260,"['129', '130', '132']"
2020-10-04,101,"['2', '123']"
2020-10-18,1574,['128']
2020-10-13,1,"['2', '188']"
2020-10-22,1112,['173']
2020-10-14,1050,"['74', '170']"
2020-10-11,35,['188']
2020-10-17,255,['142']
2020-10-16,970,['156']
2020-10-17,1767,['128']
2020-10-16,1102,"['134', '154', '155', '173']"
2020-10-04,579,"['141', '146', '151', '164', '177']"
2020-10-19,531,"['169', '187']"
2020-10-26,196,"['2', '124', '154']"
2020-10-06,620,['12']
2020-10-09,1112,"['128', '154']"
2020-10-23,727,"['76', '140']"
2020-10-09,308,"['146', '151']"
2020-10-09,864,['169']
2020-10-22,1011,"['15', '108', '173']"
2020-10-06,1627,['154']
2020-10-21,1231,['12']
2020-10-07,196,['188']
2020-10-30,498,"['142', '169']"
2020-10-05,1927,['134']
2020-10-18,266,['130']
2020-10-14,772,['192']
2020-10-08,345,['128']
2020-10-15,868,"['15', '187']"
2020-10-25,996,['76']
2020-10-15,310,['188']
2020-10-30,1013,['76']
2020-10-22,32,"['2', '2']"
2020-10-10,1816,"['21', '134']"
2020-10-04,477,['142']
2020-10-02,2024,['128']
2020-10-17,646,['156']
2020-10-18,1471,['154']
2020-10-01,1195,"['134', '138']"
2020-10-01,1130,"['76', '128']"
2020-10-18,805,['138']
2020-10-18,397,"['134', '142']"
2020-10-06,1351,['134']
2020-10-20,888,['142']
2020-10-17,1793,['128']
2020-10-15,950,"['135', '135', '187']"
2020-10-16,1442,['128']
2020-10-17,1226,"['154', '169']"
2020-10-25,1270,['142']
2020-10-21,1657,"['15', '76', '156']"
2020-10-02,1211,"['100', '178']"
2020-10-06,953,['138']
2020-10-19,117,['2']
2020-10-17,1695,['128']
2020-10-07,1018,"['12', '142']"
2020-10-12,174,['188']
2020-10-03,1699,['76']
2020-10-18,504,['191']
2020-10-18,16,['2']
2020-10-25,559,"['151', '164']"
2020-10-03,913,['182']
2020-10-24,1107,"['129', '156']"
2020-10-14,128,['169']
2020-10-18,610,"['142', '161']"
2020-10-19,1568,['154']
2020-10-27,78,"['123', '188']"
2020-10-18,463,"['146', '151']"
2020-10-19,59,['2']
2020-10-09,1864,"['134', '139', '156', '156', '169']"
2020-10-04,1928,['132']
2020-10-04,1138,"['76', '128']"
2020-10-06,38,['188']
2020-10-03,1098,"['128', '189', '189']"
2020-10-30,383,"['146', '151']"
2020-10-13,379,['142']
2020-10-04,1093,['141']
2020-10-16,548,['134']
2020-10-22,1770,['169']
2020-10-26,607,['124']
2020-10-29,348,['124']
2020-10-18,478,['76']
2020-10-20,892,"['142', '169']"
2020-10-26,440,['14']
2020-10-22,460,['12']
2020-10-06,871,['138']
2020-10-24,1119,"['129', '142', '154']"
2020-10-17,779,['107']
2020-10-22,894,"['175', '176']"
2020-10-27,1580,['157']
2020-10-01,1204,['130']
2020-10-02,1894,['129']
2020-10-22,603,['192']
2020-10-05,287,['107']
2020-10-26,24,['170']
2020-10-06,18,['2']
2020-10-15,524,"['124', '156']"
2020-10-28,1281,['142']
2020-10-18,320,['166']
2020-10-11,1780,['128']
2020-10-14,850,"['2', '2']"
2020-10-07,22,['169']
2020-10-15,210,"['134', '173']"
2020-10-28,398,"['22', '154']"
